date,lat,lon,sst
10/03/2000,-15.55555556,127.7777778,29.07
11/03/2000,11.11111111,100,28.98
12/03/2000,-11.11111111,100,28.67
13/03/2000,-2.222222222,122.2222222,29.01
14/03/2000,-15.55555556,144.4444444,28.87
15/03/2000,-2.222222222,105.5555556,29.43
16/03/2000,-6.666666667,111.1111111,29.5
17/03/2000,-6.666666667,105.5555556,28.62
18/03/2000,2.222222222,150,29.18
19/03/2000,6.666666667,150,29.04
20/03/2000,2.222222222,105.5555556,28.89
21/03/2000,-11.11111111,150,28.98
22/03/2000,-20,116.6666667,28.83
23/03/2000,11.11111111,144.4444444,29.12
24/03/2000,15.55555556,100,29.66
25/03/2000,-20,116.6666667,28.92
26/03/2000,-6.666666667,144.4444444,28.9
27/03/2000,-6.666666667,138.8888889,28.65
28/03/2000,2.222222222,100,29.32
29/03/2000,2.222222222,111.1111111,29.47
30/03/2000,-6.666666667,116.6666667,29.17
31/03/2000,6.666666667,127.7777778,28.78
01/04/2000,-2.222222222,111.1111111,29.26
02/04/2000,20,127.7777778,28.61
03/04/2000,-11.11111111,127.7777778,28.63
04/04/2000,-2.222222222,116.6666667,28.59
05/04/2000,-6.666666667,122.2222222,28.88
06/04/2000,20,150,28.71
07/04/2000,6.666666667,127.7777778,28.7
08/04/2000,15.55555556,127.7777778,29.45
09/04/2000,20,100,28.86
10/04/2000,11.11111111,122.2222222,29.27
11/04/2000,11.11111111,127.7777778,28.52
12/04/2000,-15.55555556,133.3333333,28.66
13/04/2000,2.222222222,138.8888889,29
14/04/2000,-11.11111111,133.3333333,28.53
15/04/2000,-15.55555556,100,28.94
16/04/2000,2.222222222,127.7777778,29.13
17/04/2000,20,105.5555556,29.13
18/04/2000,11.11111111,150,28.91
19/04/2000,-6.666666667,150,28.82
20/04/2000,-20,133.3333333,28.79
21/04/2000,6.666666667,144.4444444,29.16
22/04/2000,-2.222222222,105.5555556,29.44
23/04/2000,2.222222222,144.4444444,28.37
24/04/2000,11.11111111,111.1111111,28.9
25/04/2000,-11.11111111,138.8888889,28.96
26/04/2000,2.222222222,144.4444444,29.05
27/04/2000,6.666666667,138.8888889,28.7
28/04/2000,-15.55555556,122.2222222,28.49
29/04/2000,-15.55555556,127.7777778,28.75
30/04/2000,20,150,28.88
01/05/2000,-15.55555556,138.8888889,29.08
02/05/2000,-2.222222222,111.1111111,28.89
03/05/2000,11.11111111,144.4444444,28.87
04/05/2000,15.55555556,144.4444444,28.14
05/05/2000,-2.222222222,122.2222222,28.56
06/05/2000,-20,138.8888889,28.56
07/05/2000,11.11111111,144.4444444,28.7
08/05/2000,-11.11111111,116.6666667,28.72
09/05/2000,11.11111111,127.7777778,28.99
10/05/2000,-6.666666667,138.8888889,28.66
11/05/2000,-2.222222222,150,28.85
12/05/2000,6.666666667,105.5555556,28.28
13/05/2000,20,127.7777778,28.66
14/05/2000,-2.222222222,116.6666667,29.04
15/05/2000,-15.55555556,105.5555556,27.99
16/05/2000,2.222222222,111.1111111,28.07
17/05/2000,6.666666667,127.7777778,28.65
18/05/2000,-6.666666667,133.3333333,28.17
19/05/2000,6.666666667,100,28.41
20/05/2000,2.222222222,105.5555556,28.51
21/05/2000,-6.666666667,105.5555556,28.75
22/05/2000,2.222222222,116.6666667,28.2
23/05/2000,-6.666666667,100,28.53
24/05/2000,11.11111111,111.1111111,28.76
25/05/2000,11.11111111,150,27.92
26/05/2000,2.222222222,116.6666667,27.93
27/05/2000,-6.666666667,144.4444444,28.17
28/05/2000,11.11111111,105.5555556,28.16
29/05/2000,-2.222222222,116.6666667,27.99
30/05/2000,11.11111111,127.7777778,28.76
31/05/2000,6.666666667,122.2222222,28.4
01/06/2000,-20,116.6666667,28.03
02/06/2000,15.55555556,144.4444444,28.01
03/06/2000,2.222222222,127.7777778,27.87
04/06/2000,-2.222222222,116.6666667,27.2
05/06/2000,-20,111.1111111,28.21
06/06/2000,15.55555556,133.3333333,27.85
07/06/2000,20,150,27.32
08/06/2000,6.666666667,122.2222222,28.32
09/06/2000,6.666666667,150,27.98
10/06/2000,6.666666667,100,27.58
11/06/2000,11.11111111,133.3333333,27.34
12/06/2000,-2.222222222,111.1111111,27.36
13/06/2000,2.222222222,150,27.11
14/06/2000,-11.11111111,111.1111111,27.45
15/06/2000,-2.222222222,150,27.5
16/06/2000,-11.11111111,116.6666667,27.89
17/06/2000,2.222222222,127.7777778,27.11
18/06/2000,2.222222222,133.3333333,27.24
19/06/2000,11.11111111,122.2222222,27.57
20/06/2000,15.55555556,122.2222222,27.61
21/06/2000,2.222222222,100,26.62
22/06/2000,20,116.6666667,27.77
23/06/2000,15.55555556,144.4444444,27.52
24/06/2000,11.11111111,133.3333333,27.47
25/06/2000,-15.55555556,133.3333333,27.21
26/06/2000,-15.55555556,133.3333333,27.21
27/06/2000,-20,138.8888889,27.23
28/06/2000,-20,116.6666667,27.34
29/06/2000,6.666666667,122.2222222,26.67
30/06/2000,-15.55555556,105.5555556,26.92
01/07/2000,11.11111111,116.6666667,26.93
02/07/2000,15.55555556,122.2222222,26.88
03/07/2000,-2.222222222,105.5555556,26.82
04/07/2000,-20,127.7777778,26.33
05/07/2000,-15.55555556,133.3333333,26.8
06/07/2000,-2.222222222,150,26.9
07/07/2000,20,144.4444444,26.41
08/07/2000,20,127.7777778,26.53
09/07/2000,-20,150,26.78
10/07/2000,-20,111.1111111,26.66
11/07/2000,2.222222222,111.1111111,26.75
12/07/2000,-2.222222222,138.8888889,25.94
13/07/2000,-2.222222222,127.7777778,26.4
14/07/2000,-15.55555556,122.2222222,26.27
15/07/2000,15.55555556,127.7777778,26.23
16/07/2000,-20,138.8888889,26.5
17/07/2000,-6.666666667,138.8888889,26.71
18/07/2000,2.222222222,127.7777778,26.57
19/07/2000,2.222222222,138.8888889,26.62
20/07/2000,20,133.3333333,26.14
21/07/2000,2.222222222,100,26.16
22/07/2000,-2.222222222,144.4444444,26.14
23/07/2000,-20,100,26.67
24/07/2000,-20,127.7777778,25.93
25/07/2000,-2.222222222,111.1111111,26.47
26/07/2000,-6.666666667,133.3333333,25.98
27/07/2000,6.666666667,105.5555556,26.01
28/07/2000,-6.666666667,127.7777778,26.22
29/07/2000,20,144.4444444,25.91
30/07/2000,2.222222222,116.6666667,26.01
31/07/2000,20,105.5555556,26.5
01/08/2000,2.222222222,111.1111111,25.56
02/08/2000,-11.11111111,105.5555556,26.2
03/08/2000,20,127.7777778,26.08
04/08/2000,-20,138.8888889,25.21
05/08/2000,15.55555556,100,26.13
06/08/2000,2.222222222,111.1111111,25.93
07/08/2000,-15.55555556,122.2222222,25.64
08/08/2000,15.55555556,116.6666667,25.89
09/08/2000,15.55555556,138.8888889,25.54
10/08/2000,15.55555556,100,25.69
11/08/2000,-6.666666667,116.6666667,25.62
12/08/2000,6.666666667,144.4444444,25.32
13/08/2000,6.666666667,116.6666667,25.4
14/08/2000,-20,138.8888889,25.89
15/08/2000,6.666666667,111.1111111,25.78
16/08/2000,2.222222222,111.1111111,25.39
17/08/2000,2.222222222,150,25.51
18/08/2000,-15.55555556,111.1111111,25.29
19/08/2000,-15.55555556,127.7777778,25.34
20/08/2000,-6.666666667,111.1111111,25.68
21/08/2000,-6.666666667,133.3333333,25.59
22/08/2000,2.222222222,122.2222222,25.29
23/08/2000,15.55555556,127.7777778,25.48
24/08/2000,11.11111111,133.3333333,25.37
25/08/2000,-6.666666667,133.3333333,25.16
26/08/2000,-15.55555556,111.1111111,25.88
27/08/2000,20,111.1111111,25.88
28/08/2000,-20,116.6666667,25.44
29/08/2000,-20,138.8888889,25.35
30/08/2000,11.11111111,127.7777778,24.65
31/08/2000,-2.222222222,127.7777778,25.05
01/09/2000,-6.666666667,122.2222222,25.61
02/09/2000,20,150,25.44
03/09/2000,11.11111111,116.6666667,25.64
04/09/2000,2.222222222,150,25.32
05/09/2000,11.11111111,133.3333333,24.65
06/09/2000,15.55555556,116.6666667,24.82
07/09/2000,-2.222222222,144.4444444,25.33
08/09/2000,20,138.8888889,25.49
09/09/2000,15.55555556,133.3333333,25.25
10/09/2000,2.222222222,150,24.91
11/09/2000,-11.11111111,122.2222222,24.7
12/09/2000,11.11111111,150,24.96
13/09/2000,2.222222222,122.2222222,25.13
14/09/2000,15.55555556,122.2222222,24.3
15/09/2000,2.222222222,111.1111111,24.68
16/09/2000,6.666666667,150,25.17
17/09/2000,-20,111.1111111,25.45
18/09/2000,-20,150,25.13
19/09/2000,-20,122.2222222,24.61
20/09/2000,-15.55555556,138.8888889,24.36
21/09/2000,-6.666666667,122.2222222,25.29
22/09/2000,-20,100,24.97
23/09/2000,-2.222222222,133.3333333,24.51
24/09/2000,15.55555556,133.3333333,24.87
25/09/2000,20,111.1111111,25
26/09/2000,-20,100,25.16
27/09/2000,-6.666666667,133.3333333,24.54
28/09/2000,-2.222222222,105.5555556,25
29/09/2000,15.55555556,111.1111111,24.65
30/09/2000,-15.55555556,138.8888889,24.69
01/10/2000,-15.55555556,138.8888889,25.5
02/10/2000,-2.222222222,127.7777778,24.74
03/10/2000,-20,127.7777778,25.31
04/10/2000,-2.222222222,150,25.35
05/10/2000,-15.55555556,127.7777778,24.99
06/10/2000,6.666666667,133.3333333,24.7
07/10/2000,-6.666666667,122.2222222,24.93
08/10/2000,2.222222222,100,25.26
09/10/2000,-2.222222222,138.8888889,24.23
10/10/2000,-15.55555556,133.3333333,24.98
11/10/2000,-15.55555556,100,25.09
12/10/2000,-15.55555556,144.4444444,25.52
13/10/2000,-11.11111111,127.7777778,25.35
14/10/2000,15.55555556,111.1111111,24.89
15/10/2000,11.11111111,144.4444444,24.93
16/10/2000,15.55555556,116.6666667,24.57
17/10/2000,20,111.1111111,24.9
18/10/2000,11.11111111,138.8888889,25.11
19/10/2000,20,122.2222222,25.05
20/10/2000,20,116.6666667,25.08
21/10/2000,11.11111111,111.1111111,25.15
22/10/2000,-2.222222222,144.4444444,24.82
23/10/2000,2.222222222,127.7777778,25.39
24/10/2000,11.11111111,105.5555556,24.83
25/10/2000,6.666666667,127.7777778,24.65
26/10/2000,6.666666667,116.6666667,25.1
27/10/2000,-6.666666667,144.4444444,24.97
28/10/2000,15.55555556,138.8888889,25.44
29/10/2000,-6.666666667,116.6666667,25.32
30/10/2000,2.222222222,100,25.13
31/10/2000,20,122.2222222,25.55
01/11/2000,2.222222222,100,25.29
02/11/2000,6.666666667,105.5555556,24.97
03/11/2000,-20,127.7777778,25.75
04/11/2000,-20,144.4444444,25.24
05/11/2000,-6.666666667,144.4444444,25.46
06/11/2000,-6.666666667,127.7777778,25.35
07/11/2000,-6.666666667,127.7777778,25.7
08/11/2000,-20,116.6666667,25.31
09/11/2000,-11.11111111,138.8888889,25.08
10/11/2000,15.55555556,116.6666667,25.81
11/11/2000,-6.666666667,105.5555556,25.75
12/11/2000,-2.222222222,122.2222222,25.18
13/11/2000,-20,138.8888889,25.88
14/11/2000,-20,111.1111111,25.6
15/11/2000,-11.11111111,144.4444444,25.94
16/11/2000,-11.11111111,122.2222222,26.07
17/11/2000,6.666666667,111.1111111,25.41
18/11/2000,-11.11111111,127.7777778,26.14
19/11/2000,-6.666666667,138.8888889,25.31
20/11/2000,-2.222222222,150,25.91
21/11/2000,6.666666667,122.2222222,25.78
22/11/2000,-6.666666667,122.2222222,25.98
23/11/2000,-11.11111111,122.2222222,25.52
24/11/2000,11.11111111,116.6666667,25.88
25/11/2000,-11.11111111,144.4444444,25.58
26/11/2000,11.11111111,105.5555556,25.8
27/11/2000,-6.666666667,122.2222222,25.96
28/11/2000,-11.11111111,116.6666667,25.32
29/11/2000,2.222222222,116.6666667,25.66
30/11/2000,15.55555556,150,25.85
01/12/2000,-6.666666667,144.4444444,26.07
02/12/2000,-2.222222222,111.1111111,26.39
03/12/2000,-2.222222222,116.6666667,25.5
04/12/2000,2.222222222,122.2222222,26.55
05/12/2000,20,122.2222222,26.17
06/12/2000,2.222222222,127.7777778,26.23
07/12/2000,11.11111111,133.3333333,27.14
08/12/2000,11.11111111,127.7777778,26.51
09/12/2000,-20,150,26.77
10/12/2000,-6.666666667,133.3333333,26.39
11/12/2000,15.55555556,133.3333333,26.7
12/12/2000,20,133.3333333,26.59
13/12/2000,6.666666667,116.6666667,26.11
14/12/2000,2.222222222,127.7777778,26.49
15/12/2000,-2.222222222,122.2222222,26.23
16/12/2000,11.11111111,127.7777778,26.18
17/12/2000,-11.11111111,150,26.33
18/12/2000,-15.55555556,116.6666667,25.96
19/12/2000,11.11111111,122.2222222,27.13
20/12/2000,20,122.2222222,27.42
21/12/2000,-11.11111111,133.3333333,26.87
22/12/2000,-15.55555556,111.1111111,26.32
23/12/2000,-2.222222222,127.7777778,26.62
24/12/2000,20,116.6666667,26.86
25/12/2000,-2.222222222,111.1111111,26.84
26/12/2000,20,122.2222222,26.12
27/12/2000,-15.55555556,116.6666667,26.66
28/12/2000,6.666666667,105.5555556,27.15
29/12/2000,-2.222222222,144.4444444,26.65
30/12/2000,-20,150,26.99
31/12/2000,15.55555556,105.5555556,26.59
01/01/2001,6.666666667,105.5555556,27.01
02/01/2001,-11.11111111,150,27.18
03/01/2001,6.666666667,111.1111111,26.72
04/01/2001,-11.11111111,105.5555556,26.76
05/01/2001,11.11111111,133.3333333,26.78
06/01/2001,-20,127.7777778,27.44
07/01/2001,2.222222222,105.5555556,26.81
08/01/2001,11.11111111,127.7777778,27.59
09/01/2001,-15.55555556,144.4444444,26.8
10/01/2001,-11.11111111,144.4444444,27.21
11/01/2001,-2.222222222,150,27.54
12/01/2001,15.55555556,105.5555556,27.37
13/01/2001,2.222222222,138.8888889,27.65
14/01/2001,2.222222222,144.4444444,27.45
15/01/2001,11.11111111,133.3333333,27.29
16/01/2001,6.666666667,144.4444444,27.89
17/01/2001,6.666666667,138.8888889,27.4
18/01/2001,11.11111111,150,27.56
19/01/2001,11.11111111,122.2222222,27.45
20/01/2001,15.55555556,150,28.43
21/01/2001,-6.666666667,150,27.46
22/01/2001,6.666666667,122.2222222,27.94
23/01/2001,-6.666666667,105.5555556,28
24/01/2001,-11.11111111,144.4444444,27.88
25/01/2001,20,122.2222222,28.48
26/01/2001,-20,122.2222222,27.69
27/01/2001,-11.11111111,144.4444444,28.1
28/01/2001,11.11111111,111.1111111,27.7
29/01/2001,-15.55555556,127.7777778,28.21
30/01/2001,-20,138.8888889,27.86
31/01/2001,-20,133.3333333,27.72
01/02/2001,-6.666666667,138.8888889,27.99
02/02/2001,-20,127.7777778,28.25
03/02/2001,-6.666666667,111.1111111,27.6
04/02/2001,-15.55555556,105.5555556,27.82
05/02/2001,-6.666666667,144.4444444,28.51
06/02/2001,-15.55555556,105.5555556,27.79
07/02/2001,-20,100,28.53
08/02/2001,-15.55555556,116.6666667,28.12
09/02/2001,15.55555556,138.8888889,27.83
10/02/2001,-11.11111111,116.6666667,28.2
11/02/2001,-2.222222222,150,28.06
12/02/2001,-11.11111111,105.5555556,28.3
13/02/2001,6.666666667,111.1111111,28.84
14/02/2001,-6.666666667,122.2222222,27.99
15/02/2001,11.11111111,127.7777778,28.09
16/02/2001,20,111.1111111,28.72
17/02/2001,6.666666667,100,28.31
18/02/2001,-6.666666667,122.2222222,28.64
19/02/2001,-11.11111111,122.2222222,28.46
20/02/2001,15.55555556,100,27.82
21/02/2001,2.222222222,111.1111111,28.54
22/02/2001,6.666666667,150,28.62
23/02/2001,6.666666667,116.6666667,29.27
24/02/2001,20,105.5555556,27.9
25/02/2001,20,122.2222222,28.53
26/02/2001,11.11111111,133.3333333,28.64
27/02/2001,2.222222222,105.5555556,28.54
28/02/2001,2.222222222,100,28.61
01/03/2001,15.55555556,122.2222222,28.55
02/03/2001,15.55555556,127.7777778,29
03/03/2001,-11.11111111,111.1111111,29.14
04/03/2001,-20,116.6666667,28.7
05/03/2001,2.222222222,144.4444444,28.43
06/03/2001,-15.55555556,111.1111111,28.83
07/03/2001,-20,116.6666667,28.77
08/03/2001,2.222222222,105.5555556,28.63
09/03/2001,-2.222222222,105.5555556,28.75
10/03/2001,-15.55555556,150,28.85
11/03/2001,2.222222222,105.5555556,29.35
12/03/2001,6.666666667,100,28.72
13/03/2001,-2.222222222,144.4444444,28.89
14/03/2001,6.666666667,111.1111111,29.02
15/03/2001,6.666666667,116.6666667,28.81
16/03/2001,11.11111111,144.4444444,29.04
17/03/2001,-20,111.1111111,28.87
18/03/2001,-20,100,28.66
19/03/2001,15.55555556,105.5555556,29.07
20/03/2001,-15.55555556,144.4444444,29.2
21/03/2001,11.11111111,138.8888889,29.49
22/03/2001,6.666666667,116.6666667,29.45
23/03/2001,2.222222222,144.4444444,28.16
24/03/2001,-15.55555556,116.6666667,29.76
25/03/2001,15.55555556,111.1111111,29.09
26/03/2001,-2.222222222,105.5555556,29.21
27/03/2001,-15.55555556,111.1111111,28.73
28/03/2001,-2.222222222,150,29.26
29/03/2001,6.666666667,150,29.4
30/03/2001,15.55555556,150,29.01
31/03/2001,-20,100,29.37
01/04/2001,-6.666666667,127.7777778,29.27
02/04/2001,15.55555556,122.2222222,28.97
03/04/2001,2.222222222,127.7777778,29.39
04/04/2001,-11.11111111,138.8888889,29.11
05/04/2001,11.11111111,138.8888889,29.16
06/04/2001,-20,144.4444444,28.72
07/04/2001,-6.666666667,144.4444444,29.29
08/04/2001,11.11111111,150,28.44
09/04/2001,-15.55555556,116.6666667,29.61
10/04/2001,15.55555556,144.4444444,28.99
11/04/2001,-15.55555556,133.3333333,28.74
12/04/2001,15.55555556,138.8888889,28.6
13/04/2001,2.222222222,111.1111111,28.99
14/04/2001,15.55555556,150,29.11
15/04/2001,-11.11111111,100,28.7
16/04/2001,6.666666667,100,29.35
17/04/2001,15.55555556,138.8888889,29.01
18/04/2001,-11.11111111,144.4444444,29.09
19/04/2001,-11.11111111,133.3333333,29.14
20/04/2001,-11.11111111,133.3333333,28.62
21/04/2001,2.222222222,144.4444444,29.15
22/04/2001,-2.222222222,116.6666667,29.44
23/04/2001,-20,150,28.65
24/04/2001,-20,150,29.48
25/04/2001,2.222222222,133.3333333,28.75
26/04/2001,-6.666666667,127.7777778,29.39
27/04/2001,-15.55555556,138.8888889,28.76
28/04/2001,-6.666666667,127.7777778,28.98
29/04/2001,-20,150,28.74
30/04/2001,-20,144.4444444,28.48
01/05/2001,20,144.4444444,28.32
02/05/2001,20,133.3333333,29.53
03/05/2001,2.222222222,127.7777778,28.43
04/05/2001,6.666666667,111.1111111,28.93
05/05/2001,-15.55555556,144.4444444,28.97
06/05/2001,2.222222222,127.7777778,28.81
07/05/2001,-6.666666667,127.7777778,28.59
08/05/2001,2.222222222,133.3333333,28.26
09/05/2001,20,150,28.84
10/05/2001,11.11111111,127.7777778,29.01
11/05/2001,-6.666666667,133.3333333,28.63
12/05/2001,-15.55555556,138.8888889,28.63
13/05/2001,20,122.2222222,28.9
14/05/2001,-6.666666667,150,28.67
15/05/2001,15.55555556,111.1111111,28.73
16/05/2001,20,105.5555556,28.52
17/05/2001,11.11111111,138.8888889,28.1
18/05/2001,-6.666666667,138.8888889,28.75
19/05/2001,-20,100,28.47
20/05/2001,-6.666666667,133.3333333,27.96
21/05/2001,-2.222222222,111.1111111,27.64
22/05/2001,-6.666666667,144.4444444,28.39
23/05/2001,-20,144.4444444,28.1
24/05/2001,11.11111111,150,27.86
25/05/2001,2.222222222,144.4444444,28.34
26/05/2001,-20,127.7777778,27.77
27/05/2001,-15.55555556,150,27.38
28/05/2001,-20,150,28.17
29/05/2001,2.222222222,144.4444444,27.93
30/05/2001,15.55555556,105.5555556,27.94
31/05/2001,-2.222222222,111.1111111,27.86
01/06/2001,-15.55555556,138.8888889,27.96
02/06/2001,-15.55555556,122.2222222,27.83
03/06/2001,2.222222222,111.1111111,28.28
04/06/2001,15.55555556,105.5555556,27.75
05/06/2001,6.666666667,111.1111111,27.58
06/06/2001,11.11111111,150,28.02
07/06/2001,15.55555556,111.1111111,27.3
08/06/2001,2.222222222,138.8888889,27.43
09/06/2001,20,116.6666667,27.95
10/06/2001,11.11111111,138.8888889,28.01
11/06/2001,15.55555556,100,27.8
12/06/2001,-2.222222222,116.6666667,27.2
13/06/2001,6.666666667,100,27.67
14/06/2001,-2.222222222,127.7777778,27.92
15/06/2001,20,150,28.03
16/06/2001,-11.11111111,144.4444444,27.55
17/06/2001,-11.11111111,111.1111111,27.47
18/06/2001,20,138.8888889,27.16
19/06/2001,-15.55555556,105.5555556,27.58
20/06/2001,-2.222222222,133.3333333,27.45
21/06/2001,-11.11111111,116.6666667,27.63
22/06/2001,-20,105.5555556,27.39
23/06/2001,15.55555556,127.7777778,27.46
24/06/2001,-20,116.6666667,27.5
25/06/2001,15.55555556,138.8888889,27.83
26/06/2001,-20,111.1111111,27.78
27/06/2001,15.55555556,100,27.04
28/06/2001,6.666666667,150,27.31
29/06/2001,-2.222222222,105.5555556,27.36
30/06/2001,2.222222222,150,27.6
01/07/2001,20,111.1111111,26.73
02/07/2001,-6.666666667,127.7777778,27.03
03/07/2001,11.11111111,127.7777778,27.1
04/07/2001,11.11111111,100,27.25
05/07/2001,20,133.3333333,27.18
06/07/2001,-6.666666667,105.5555556,26.95
07/07/2001,15.55555556,100,26.75
08/07/2001,15.55555556,111.1111111,26.48
09/07/2001,-2.222222222,111.1111111,26.57
10/07/2001,-6.666666667,138.8888889,26.91
11/07/2001,-11.11111111,116.6666667,26.81
12/07/2001,-15.55555556,144.4444444,26.64
13/07/2001,-15.55555556,138.8888889,26.63
14/07/2001,2.222222222,111.1111111,26.29
15/07/2001,-2.222222222,138.8888889,26.55
16/07/2001,-6.666666667,105.5555556,26.45
17/07/2001,15.55555556,150,25.86
18/07/2001,-11.11111111,122.2222222,26.31
19/07/2001,6.666666667,127.7777778,26.45
20/07/2001,-2.222222222,150,26.32
21/07/2001,15.55555556,127.7777778,26.55
22/07/2001,6.666666667,111.1111111,26.14
23/07/2001,6.666666667,116.6666667,25.7
24/07/2001,-11.11111111,116.6666667,26.92
25/07/2001,2.222222222,111.1111111,26.01
26/07/2001,-11.11111111,144.4444444,25.91
27/07/2001,2.222222222,100,26.41
28/07/2001,-2.222222222,122.2222222,25.72
29/07/2001,11.11111111,105.5555556,26.64
30/07/2001,-20,133.3333333,25.83
31/07/2001,20,111.1111111,26.03
01/08/2001,-6.666666667,122.2222222,26.08
02/08/2001,15.55555556,138.8888889,25.38
03/08/2001,-11.11111111,116.6666667,25.74
04/08/2001,15.55555556,144.4444444,25.21
05/08/2001,11.11111111,150,25.65
06/08/2001,-20,127.7777778,26.24
07/08/2001,2.222222222,144.4444444,25.89
08/08/2001,2.222222222,150,25.79
09/08/2001,15.55555556,111.1111111,25.7
10/08/2001,-6.666666667,127.7777778,25.61
11/08/2001,2.222222222,127.7777778,25.72
12/08/2001,-11.11111111,127.7777778,25.61
13/08/2001,-15.55555556,122.2222222,25.72
14/08/2001,20,122.2222222,25.21
15/08/2001,15.55555556,127.7777778,26.25
16/08/2001,2.222222222,127.7777778,26.11
17/08/2001,20,122.2222222,25
18/08/2001,2.222222222,150,25.52
19/08/2001,-15.55555556,127.7777778,25.53
20/08/2001,-2.222222222,116.6666667,25.84
21/08/2001,20,116.6666667,25.5
22/08/2001,15.55555556,127.7777778,25.13
23/08/2001,-6.666666667,133.3333333,25.42
24/08/2001,20,138.8888889,25.58
25/08/2001,-2.222222222,122.2222222,25.46
26/08/2001,-15.55555556,144.4444444,25.78
27/08/2001,-6.666666667,116.6666667,25.12
28/08/2001,2.222222222,116.6666667,25.03
29/08/2001,-15.55555556,105.5555556,25.09
30/08/2001,-15.55555556,133.3333333,25.1
31/08/2001,20,122.2222222,25.37
01/09/2001,-11.11111111,116.6666667,25.11
02/09/2001,-2.222222222,116.6666667,25.85
03/09/2001,-20,144.4444444,24.88
04/09/2001,-11.11111111,133.3333333,24.92
05/09/2001,20,111.1111111,25.28
06/09/2001,20,144.4444444,25.25
07/09/2001,-6.666666667,122.2222222,24.97
08/09/2001,-2.222222222,138.8888889,25.07
09/09/2001,15.55555556,122.2222222,25.12
10/09/2001,11.11111111,150,25.25
11/09/2001,11.11111111,150,25.04
12/09/2001,-15.55555556,138.8888889,25.15
13/09/2001,15.55555556,133.3333333,24.6
14/09/2001,11.11111111,127.7777778,25.12
15/09/2001,-15.55555556,105.5555556,25.45
16/09/2001,20,111.1111111,24.71
17/09/2001,-15.55555556,122.2222222,24.82
18/09/2001,-15.55555556,133.3333333,25.21
19/09/2001,-15.55555556,138.8888889,24.84
20/09/2001,15.55555556,138.8888889,25.52
21/09/2001,6.666666667,127.7777778,24.85
22/09/2001,6.666666667,122.2222222,24.92
23/09/2001,2.222222222,133.3333333,25.33
24/09/2001,-20,116.6666667,24.89
25/09/2001,-11.11111111,127.7777778,24.45
26/09/2001,-20,105.5555556,24.71
27/09/2001,-20,100,25.11
